,Input_P_1,Input_P_2,Sensor_S_1,Sensor_S_2
128,0.0,0.0,0.8994140625,0.3994140625
129,0.0,0.0,0.8994140625,0.3994140625
130,0.0,0.0,0.8994140625,0.3994140625
131,0.0,0.0,0.8994140625,0.3994140625
132,0.0,0.0,0.8994140625,-0.900390625
133,0.0,0.0,0.8994140625,-0.900390625
134,0.0,0.0,0.8994140625,-0.900390625
135,0.0,0.0,0.8994140625,-0.900390625
136,0.0,0.0,0.8994140625,-0.900390625
137,0.0,0.0,0.8994140625,-0.900390625
138,0.0,0.0,-0.30078125,-0.900390625
139,0.0,0.0,-0.30078125,-0.900390625
140,0.0,0.0,-0.30078125,-0.900390625
141,0.0,0.0,-0.30078125,-0.900390625
142,0.0,0.0,-0.30078125,-0.900390625
143,0.0,0.0,-0.30078125,0.69921875
144,0.0,0.0,-0.30078125,0.69921875
145,0.0,0.0,-0.30078125,0.69921875
146,0.0,0.0,-0.30078125,0.69921875
147,0.0,0.0,-0.30078125,0.69921875
148,0.0,0.0,-0.30078125,0.69921875
149,0.0,0.0,-0.30078125,0.69921875
150,0.0,0.0,-0.30078125,0.69921875
151,0.0,0.0,-0.30078125,0.69921875
152,0.0,0.0,-1.6005859375,0.69921875
153,0.0,0.0,-1.6005859375,0.69921875
154,0.0,0.0,-1.6005859375,0.69921875
155,0.0,0.0,-1.6005859375,0.69921875
156,0.0,0.0,-1.6005859375,0.69921875
157,0.0,0.0,-1.6005859375,-0.2001953125
158,0.0,0.0,-1.6005859375,-0.2001953125
159,0.0,0.0,-1.6005859375,-0.2001953125
160,0.0,0.0,-1.6005859375,-0.2001953125
161,0.0,0.0,-1.6005859375,-0.2001953125
162,0.0,0.0,-0.20068359375,-0.2001953125
163,0.0,0.0,-0.20068359375,-0.2001953125
164,0.0,0.0,-0.20068359375,-0.2001953125
165,0.0,0.0,-0.20068359375,-0.2001953125
166,0.0,0.0,-0.20068359375,-0.2001953125
167,0.0,0.0,-0.20068359375,-0.2001953125
168,0.0,0.0,-0.20068359375,0.0
169,0.0,0.0,-0.20068359375,0.0
170,0.0,0.0,-0.20068359375,0.0
171,0.0,0.0,-0.20068359375,0.0
172,0.0,0.0,-0.20068359375,0.0
173,0.0,0.0,-1.6005859375,0.0
174,0.0,0.0,-1.6005859375,0.0
175,0.0,0.0,-1.6005859375,0.0
176,0.0,0.0,-1.6005859375,0.0
177,0.0,0.0,-1.6005859375,0.0
178,0.0,0.0,-1.6005859375,-0.2998046875
179,0.0,0.0,-1.6005859375,-0.2998046875
180,0.0,0.0,-1.6005859375,-0.2998046875
181,0.0,0.0,-1.6005859375,-0.2998046875
182,0.0,0.0,-1.6005859375,-0.2998046875
183,0.0,0.0,-1.6005859375,-0.2998046875
184,0.0,0.0,-0.70068359375,-0.2998046875
185,0.0,0.0,-0.70068359375,-0.2998046875
186,0.0,0.0,-0.70068359375,-0.2998046875
187,0.0,0.0,-0.70068359375,-0.2998046875
188,0.0,0.0,-0.70068359375,-0.2998046875
189,0.0,0.0,-0.70068359375,-0.2998046875
190,0.0,0.0,-0.70068359375,-0.2998046875
191,0.0,0.0,-0.70068359375,-0.2998046875
192,0.0,0.0,-0.70068359375,-0.2998046875
193,0.0,0.0,-0.70068359375,-0.80029296875
194,0.0,0.0,-0.70068359375,-0.80029296875
195,0.0,0.0,-0.70068359375,-0.80029296875
196,0.0,0.0,-0.70068359375,-0.80029296875
197,0.0,0.0,-0.70068359375,-0.80029296875
198,0.0,0.0,-0.6005859375,-0.80029296875
199,0.0,0.0,-0.6005859375,-0.80029296875
200,0.0,0.0,-0.6005859375,-0.80029296875
201,0.0,0.0,-0.6005859375,-0.80029296875
202,0.0,0.0,-0.6005859375,-0.80029296875
203,0.0,0.0,-0.6005859375,-0.2001953125
204,0.0,0.0,-0.6005859375,-0.2001953125
205,0.0,0.0,-0.6005859375,-0.2001953125
206,0.0,0.0,-0.6005859375,-0.2001953125
207,0.0,0.0,-0.6005859375,-0.2001953125
208,0.0,0.0,-0.6005859375,-0.2001953125
209,0.0,0.0,-0.80029296875,-0.2001953125
210,0.0,0.0,-0.80029296875,-0.2001953125
211,0.0,0.0,-0.80029296875,-0.2001953125
212,0.0,0.0,-0.80029296875,-0.2001953125
213,0.0,0.0,-0.80029296875,-0.2001953125
214,0.0,0.0,-0.80029296875,-0.2001953125
215,0.0,0.0,-0.80029296875,0.89990234375
216,0.0,0.0,-0.80029296875,0.89990234375
217,0.0,0.0,-0.80029296875,0.89990234375
218,0.0,0.0,-0.80029296875,0.89990234375
219,0.0,0.0,-0.80029296875,0.89990234375
220,0.0,0.0,0.8994140625,0.89990234375
221,0.0,0.0,0.8994140625,0.89990234375
222,0.0,0.0,0.8994140625,0.89990234375
223,0.0,0.0,0.8994140625,0.89990234375
224,0.0,0.0,0.8994140625,0.89990234375
225,0.0,0.0,0.8994140625,0.0
226,0.0,0.0,0.8994140625,0.0
227,0.0,0.0,0.8994140625,0.0
228,0.0,0.0,0.8994140625,0.0
229,0.0,0.0,0.8994140625,0.0
230,0.0,0.0,0.8994140625,0.0
231,0.0,0.0,-0.30078125,0.0
232,0.0,0.0,-0.30078125,0.0
233,0.0,0.0,-0.30078125,0.0
234,0.0,0.0,-0.30078125,0.0
235,0.0,0.0,-0.30078125,0.0
236,0.0,0.0,-0.30078125,0.599609375
237,0.0,0.0,-0.30078125,0.599609375
238,0.0,0.0,-0.30078125,0.599609375
239,0.0,0.0,-0.30078125,0.599609375
240,0.0,0.0,-0.30078125,0.599609375
241,0.0,0.0,-0.30078125,0.599609375
242,0.0,0.0,-0.6005859375,0.599609375
243,0.0,0.0,-0.6005859375,0.599609375
244,0.0,0.0,-0.6005859375,0.599609375
245,0.0,0.0,-0.6005859375,0.599609375
246,0.0,0.0,-0.6005859375,0.599609375
247,0.0,0.0,-0.6005859375,0.599609375
248,0.0,0.0,-0.6005859375,0.599609375
249,0.0,0.0,-0.6005859375,0.599609375
250,0.0,0.0,-0.6005859375,0.599609375
251,0.0,0.0,-0.6005859375,9.7998046875
252,0.0,0.0,-0.6005859375,9.7998046875
253,0.0,0.0,-0.6005859375,9.7998046875
254,0.0,0.0,-0.6005859375,9.7998046875
255,0.0,0.0,-0.6005859375,9.7998046875
256,0.0,0.0,-0.6005859375,9.7998046875
257,0.0,0.0,-1.39990234375,9.7998046875
258,0.0,0.0,-1.39990234375,9.7998046875
259,0.0,0.0,-1.39990234375,9.7998046875
260,0.0,0.0,-1.39990234375,9.7998046875
261,0.0,0.0,-1.39990234375,9.7998046875
262,0.0,0.0,-1.39990234375,-0.2001953125
263,0.0,0.0,-1.39990234375,-0.2001953125
264,0.0,0.0,-1.39990234375,-0.2001953125
265,0.0,0.0,-1.39990234375,-0.2001953125
266,0.0,0.0,-1.39990234375,-0.2001953125
267,0.0,0.0,-1.39990234375,-0.2001953125
268,0.0,0.0,-0.70068359375,-0.2001953125
269,0.0,0.0,-0.70068359375,-0.2001953125
270,0.0,0.0,-0.70068359375,-0.2001953125
271,0.0,0.0,-0.70068359375,-0.2001953125
272,0.0,0.0,-0.70068359375,-0.2001953125
273,0.0,0.0,-0.70068359375,-0.2001953125
274,0.0,0.0,-0.70068359375,-0.2001953125
275,0.0,0.0,-0.70068359375,-0.2001953125
276,0.0,0.0,-0.70068359375,-0.2001953125
277,0.0,0.0,-0.70068359375,-0.2001953125
278,0.0,0.0,-0.70068359375,-0.2001953125
279,0.0,0.0,0.79931640625,-0.2001953125
280,0.0,0.0,0.79931640625,-0.2001953125
281,0.0,0.0,0.79931640625,-0.2001953125
282,0.0,0.0,0.79931640625,-0.2001953125
283,0.0,0.0,0.79931640625,-0.2001953125
284,0.0,0.0,0.79931640625,0.2998046875
285,0.0,0.0,0.79931640625,0.2998046875
286,0.0,0.0,0.79931640625,0.2998046875
287,0.0,0.0,0.79931640625,0.2998046875
288,0.0,0.0,0.79931640625,0.2998046875
289,0.0,0.0,-0.80029296875,0.2998046875
290,0.0,0.0,-0.80029296875,0.2998046875
291,0.0,0.0,-0.80029296875,0.2998046875
292,0.0,0.0,-0.80029296875,0.2998046875
293,0.0,0.0,-0.80029296875,0.2998046875
294,0.0,0.0,-0.80029296875,0.2998046875
295,0.0,0.0,-0.80029296875,-7.2998046875
296,0.0,0.0,-0.80029296875,-7.2998046875
297,0.0,0.0,-0.80029296875,-7.2998046875
298,0.0,0.0,-0.80029296875,-7.2998046875
299,0.0,0.0,-0.80029296875,-7.2998046875
300,0.0,0.0,0.099609375,-7.2998046875
301,0.0,0.0,0.099609375,-7.2998046875
302,0.0,0.0,0.099609375,-7.2998046875
303,0.0,0.0,0.099609375,-7.2998046875
304,0.0,0.0,0.099609375,-7.2998046875
305,0.0,0.0,0.099609375,-7.2998046875
306,0.0,0.0,0.099609375,-7.2998046875
307,0.0,0.0,0.099609375,-7.2998046875
308,0.0,0.0,0.099609375,-7.2998046875
309,0.0,0.0,0.099609375,-12.400390625
310,0.0,0.0,0.099609375,-12.400390625
311,0.0,0.0,0.099609375,-12.400390625
312,0.0,0.0,0.099609375,-12.400390625
313,0.0,0.0,0.099609375,-12.400390625
314,0.0,0.0,0.099609375,-12.400390625
315,0.0,0.0,-1.00048828125,-12.400390625
316,0.0,0.0,-1.00048828125,-12.400390625
317,0.0,0.0,-1.00048828125,-12.400390625
318,0.0,0.0,-1.00048828125,-12.400390625
319,0.0,0.0,-1.00048828125,-12.400390625
320,0.0,0.0,-1.00048828125,0.89990234375
321,0.0,0.0,-1.00048828125,0.89990234375
322,0.0,0.0,-1.00048828125,0.89990234375
323,0.0,0.0,-1.00048828125,0.89990234375
324,0.0,0.0,-1.00048828125,0.89990234375
325,0.0,0.0,-1.00048828125,0.89990234375
326,0.0,0.0,-0.70068359375,0.89990234375
327,0.0,0.0,-0.70068359375,0.89990234375
328,0.0,0.0,-0.70068359375,0.89990234375
329,0.0,0.0,-0.70068359375,0.89990234375
330,0.0,0.0,-0.70068359375,0.89990234375
331,0.0,0.0,-0.70068359375,14.69921875
332,0.0,0.0,-0.70068359375,14.69921875
333,0.0,0.0,-0.70068359375,14.69921875
334,0.0,0.0,-0.70068359375,14.69921875
335,0.0,0.0,-0.70068359375,14.69921875
336,0.0,0.0,0.19970703125,14.69921875
337,0.0,0.0,0.19970703125,14.69921875
338,0.0,0.0,0.19970703125,14.69921875
339,0.0,0.0,0.19970703125,14.69921875
340,0.0,0.0,0.19970703125,14.69921875
341,0.0,0.0,0.19970703125,14.69921875
342,0.0,0.0,0.19970703125,0.69921875
343,0.0,0.0,0.19970703125,0.69921875
344,0.0,0.0,0.19970703125,0.69921875
345,0.0,0.0,0.19970703125,0.69921875
346,0.0,0.0,0.19970703125,0.69921875
347,0.0,0.0,-0.70068359375,0.69921875
348,0.0,0.0,-0.70068359375,0.69921875
349,0.0,0.0,-0.70068359375,0.69921875
350,0.0,0.0,-0.70068359375,0.69921875
351,0.0,0.0,-0.70068359375,0.69921875
352,0.0,0.0,-0.70068359375,0.69921875
353,0.0,0.0,-0.70068359375,0.69921875
354,0.0,0.0,-0.70068359375,0.69921875
355,0.0,0.0,-0.70068359375,0.69921875
356,0.0,0.0,-0.70068359375,5.10009765625
357,0.0,0.0,-0.70068359375,5.10009765625
358,0.0,0.0,-0.70068359375,5.10009765625
359,0.0,0.0,-0.70068359375,5.10009765625
360,0.0,0.0,-0.70068359375,5.10009765625
361,0.0,0.0,-0.10107421875,5.10009765625
362,0.0,0.0,-0.10107421875,5.10009765625
363,0.0,0.0,-0.10107421875,5.10009765625
364,0.0,0.0,-0.10107421875,5.10009765625
365,0.0,0.0,-0.10107421875,5.10009765625
366,0.0,0.0,-0.10107421875,0.3994140625
367,0.0,0.0,-0.10107421875,0.3994140625
368,0.0,0.0,-0.10107421875,0.3994140625
369,0.0,0.0,-0.10107421875,0.3994140625
370,0.0,0.0,-0.10107421875,0.3994140625
371,0.0,0.0,-0.10107421875,0.3994140625
372,0.0,0.0,0.099609375,0.3994140625
373,0.0,0.0,0.099609375,0.3994140625
374,0.0,0.0,0.099609375,0.3994140625
375,0.0,0.0,0.099609375,0.3994140625
376,0.0,0.0,0.099609375,0.3994140625
377,0.0,0.0,0.099609375,16.7998046875
378,0.0,0.0,0.099609375,16.7998046875
379,0.0,0.0,0.099609375,16.7998046875
380,0.0,0.0,0.099609375,16.7998046875
381,0.0,0.0,0.099609375,16.7998046875
382,0.0,0.0,-0.80029296875,16.7998046875
383,0.0,0.0,-0.80029296875,16.7998046875
384,0.0,0.0,-0.80029296875,16.7998046875
385,0.0,0.0,-0.80029296875,16.7998046875
386,0.0,0.0,-0.80029296875,16.7998046875
387,0.0,0.0,-0.80029296875,16.7998046875
388,0.0,0.0,-0.80029296875,4.19970703125
389,0.0,0.0,-0.80029296875,4.19970703125
390,0.0,0.0,-0.80029296875,4.19970703125
391,0.0,0.0,-0.80029296875,4.19970703125
392,0.0,0.0,-0.80029296875,4.19970703125
393,0.0,0.0,-0.80029296875,4.19970703125
394,0.0,0.0,-0.80029296875,4.19970703125
395,0.0,0.0,-0.80029296875,4.19970703125
396,0.0,0.0,-0.80029296875,4.19970703125
397,0.0,0.0,0.49951171875,4.19970703125
398,0.0,0.0,0.49951171875,4.19970703125
399,0.0,0.0,0.49951171875,4.19970703125
400,0.0,0.0,0.49951171875,4.19970703125
401,0.0,0.0,0.49951171875,4.19970703125
402,0.0,0.0,0.49951171875,0.3994140625
403,0.0,0.0,0.49951171875,0.3994140625
404,0.0,0.0,0.49951171875,0.3994140625
405,0.0,0.0,0.49951171875,0.3994140625
406,0.0,0.0,0.49951171875,0.3994140625
407,0.0,0.0,0.49951171875,0.3994140625
408,0.0,0.0,-1.70068359375,0.3994140625
409,0.0,0.0,-1.70068359375,0.3994140625
410,0.0,0.0,-1.70068359375,0.3994140625
411,0.0,0.0,-1.70068359375,0.3994140625
412,0.0,0.0,-1.70068359375,0.3994140625
413,0.0,0.0,-1.70068359375,1.69970703125
414,0.0,0.0,-1.70068359375,1.69970703125
415,0.0,0.0,-1.70068359375,1.69970703125
416,0.0,0.0,-1.70068359375,1.69970703125
417,0.0,0.0,-1.70068359375,1.69970703125
418,0.0,0.0,-1.00048828125,1.69970703125
419,0.0,0.0,-1.00048828125,1.69970703125
420,0.0,0.0,-1.00048828125,1.69970703125
421,0.0,0.0,-1.00048828125,1.69970703125
422,0.0,0.0,-1.00048828125,1.69970703125
423,0.0,0.0,-1.00048828125,-1.10009765625
424,0.0,0.0,-1.00048828125,-1.10009765625
425,0.0,0.0,-1.00048828125,-1.10009765625
426,0.0,0.0,-1.00048828125,-1.10009765625
427,0.0,0.0,-1.00048828125,-1.10009765625
428,0.0,0.0,-1.00048828125,-1.10009765625
429,0.0,0.0,-0.70068359375,-1.10009765625
430,0.0,0.0,-0.70068359375,-1.10009765625
431,0.0,0.0,-0.70068359375,-1.10009765625
432,0.0,0.0,-0.70068359375,-1.10009765625
433,0.0,0.0,-0.70068359375,-1.10009765625
434,0.0,0.0,-0.70068359375,-1.10009765625
435,0.0,0.0,-0.70068359375,-1.10009765625
436,0.0,0.0,-0.70068359375,-1.10009765625
437,0.0,0.0,-0.70068359375,-1.10009765625
438,0.0,0.0,-0.70068359375,0.69921875
439,0.0,0.0,-0.70068359375,0.69921875
440,0.0,0.0,-0.70068359375,0.69921875
441,0.0,0.0,-0.70068359375,0.69921875
442,0.0,0.0,-0.70068359375,0.69921875
443,0.0,0.0,-0.10107421875,0.69921875
444,0.0,0.0,-0.10107421875,0.69921875
445,0.0,0.0,-0.10107421875,0.69921875
446,0.0,0.0,-0.10107421875,0.69921875
447,0.0,0.0,-0.10107421875,0.69921875
448,0.0,0.0,-0.10107421875,5.10009765625
449,0.0,0.0,-0.10107421875,5.10009765625
450,0.0,0.0,-0.10107421875,5.10009765625
451,0.0,0.0,-0.10107421875,5.10009765625
452,0.0,0.0,-0.10107421875,5.10009765625
453,0.0,0.0,-0.10107421875,5.10009765625
454,0.0,0.0,0.3994140625,5.10009765625
455,0.0,0.0,0.3994140625,5.10009765625
456,0.0,0.0,0.3994140625,5.10009765625
457,0.0,0.0,0.3994140625,5.10009765625
458,0.0,0.0,0.3994140625,5.10009765625
459,0.0,0.0,0.3994140625,-0.70068359375
460,0.0,0.0,0.3994140625,-0.70068359375
461,0.0,0.0,0.3994140625,-0.70068359375
462,0.0,0.0,0.3994140625,-0.70068359375
463,0.0,0.0,0.3994140625,-0.70068359375
464,0.0,0.0,0.3994140625,-0.70068359375
465,0.0,0.0,-0.50048828125,-0.70068359375
466,0.0,0.0,-0.50048828125,-0.70068359375
467,0.0,0.0,-0.50048828125,-0.70068359375
468,0.0,0.0,-0.50048828125,-0.70068359375
469,0.0,0.0,-0.50048828125,-0.70068359375
470,0.0,0.0,-0.50048828125,-0.10009765625
471,0.0,0.0,-0.50048828125,-0.10009765625
472,0.0,0.0,-0.50048828125,-0.10009765625
473,0.0,0.0,-0.50048828125,-0.10009765625
474,0.0,0.0,-0.50048828125,-0.10009765625
475,0.0,0.0,-0.50048828125,-0.10009765625
476,0.0,0.0,-0.40087890625,-0.10009765625
477,0.0,0.0,-0.40087890625,-0.10009765625
478,0.0,0.0,-0.40087890625,-0.10009765625
479,0.0,0.0,-0.40087890625,-0.10009765625
480,0.0,0.0,-0.40087890625,-0.10009765625
481,0.0,0.0,-0.40087890625,12.69970703125
482,0.0,0.0,-0.40087890625,12.69970703125
483,0.0,0.0,-0.40087890625,12.69970703125
484,0.0,0.0,-0.40087890625,12.69970703125
485,0.0,0.0,-0.40087890625,12.69970703125
486,0.0,0.0,-0.40087890625,12.69970703125
487,0.0,0.0,-0.40087890625,12.69970703125
488,0.0,0.0,-0.40087890625,12.69970703125
489,0.0,0.0,-0.40087890625,12.69970703125
490,0.0,0.0,-0.6005859375,12.69970703125
491,0.0,0.0,-0.6005859375,12.69970703125
492,0.0,0.0,-0.6005859375,12.69970703125
493,0.0,0.0,-0.6005859375,12.69970703125
494,0.0,0.0,-0.6005859375,12.69970703125
495,0.0,0.0,-0.6005859375,12.69970703125
496,0.0,0.0,-0.6005859375,0.2998046875
497,0.0,0.0,-0.6005859375,0.2998046875
498,0.0,0.0,-0.6005859375,0.2998046875
499,0.0,0.0,-0.6005859375,0.2998046875
500,0.0,0.0,-0.6005859375,0.2998046875
501,0.0,0.0,-1.5009765625,0.2998046875
502,0.0,0.0,-1.5009765625,0.2998046875
503,0.0,0.0,-1.5009765625,0.2998046875
504,0.0,0.0,-1.5009765625,0.2998046875
505,0.0,0.0,-1.5009765625,0.2998046875
506,0.0,0.0,-1.5009765625,-1.2001953125
507,0.0,0.0,-1.5009765625,-1.2001953125
508,0.0,0.0,-1.5009765625,-1.2001953125
509,0.0,0.0,-1.5009765625,-1.2001953125
510,0.0,0.0,-1.5009765625,-1.2001953125
511,0.0,0.0,-1.5009765625,-1.2001953125
512,0.0,0.0,0.19970703125,-1.2001953125
513,0.0,0.0,0.19970703125,-1.2001953125
514,0.0,0.0,0.19970703125,-1.2001953125
515,0.0,0.0,0.19970703125,-1.2001953125
516,0.0,0.0,0.19970703125,-1.2001953125
517,0.0,0.0,0.19970703125,-1.7001953125
518,0.0,0.0,0.19970703125,-1.7001953125
519,0.0,0.0,0.19970703125,-1.7001953125
520,0.0,0.0,0.19970703125,-1.7001953125
521,0.0,0.0,0.19970703125,-1.7001953125
522,0.0,0.0,0.19970703125,-1.7001953125
523,0.0,0.0,0.3994140625,-1.7001953125
524,0.0,0.0,0.3994140625,-1.7001953125
525,0.0,0.0,0.3994140625,-1.7001953125
526,0.0,0.0,0.3994140625,-1.7001953125
527,0.0,0.0,0.3994140625,-1.7001953125
528,0.0,0.0,0.3994140625,7.599609375
529,0.0,0.0,0.3994140625,7.599609375
530,0.0,0.0,0.3994140625,7.599609375
531,0.0,0.0,0.3994140625,7.599609375
532,0.0,0.0,0.3994140625,7.599609375
533,0.0,0.0,0.3994140625,7.599609375
534,0.0,0.0,0.3994140625,7.599609375
535,0.0,0.0,0.3994140625,7.599609375
536,0.0,0.0,0.3994140625,7.599609375
537,0.0,0.0,0.19970703125,7.599609375
538,0.0,0.0,0.19970703125,7.599609375
539,0.0,0.0,0.19970703125,7.599609375
540,0.0,0.0,0.19970703125,7.599609375
541,0.0,0.0,0.19970703125,7.599609375
542,0.0,0.0,0.19970703125,0.19970703125
543,0.0,0.0,0.19970703125,0.19970703125
544,0.0,0.0,0.19970703125,0.19970703125
545,0.0,0.0,0.19970703125,0.19970703125
546,0.0,0.0,0.19970703125,0.19970703125
547,0.0,0.0,0.19970703125,0.19970703125
548,0.0,0.0,-0.10107421875,0.19970703125
549,0.0,0.0,-0.10107421875,0.19970703125
550,0.0,0.0,-0.10107421875,0.19970703125
551,0.0,0.0,-0.10107421875,0.19970703125
552,0.0,0.0,-0.10107421875,0.19970703125
553,0.0,0.0,-0.10107421875,5.2001953125
554,0.0,0.0,-0.10107421875,5.2001953125
555,0.0,0.0,-0.10107421875,5.2001953125
556,0.0,0.0,-0.10107421875,5.2001953125
557,0.0,0.0,-0.10107421875,5.2001953125
558,0.0,0.0,-0.10107421875,5.2001953125
559,0.0,0.0,-0.30078125,5.2001953125
560,0.0,0.0,-0.30078125,5.2001953125
561,0.0,0.0,-0.30078125,5.2001953125
562,0.0,0.0,-0.30078125,5.2001953125
563,0.0,0.0,-0.30078125,5.2001953125
564,0.0,0.0,-0.30078125,0.599609375
565,0.0,0.0,-0.30078125,0.599609375
566,0.0,0.0,-0.30078125,0.599609375
567,0.0,0.0,-0.30078125,0.599609375
568,0.0,0.0,-0.30078125,0.599609375
569,0.0,0.0,-0.30078125,0.599609375
